,A_i-1,A_i,evalA_i-1,evalA_i,B_i-1,B_i,evalB_i-1,evalB_i,C_i-1,C_i,evalC_i-1,evalC_i
2288,?,?,?,?,?,?,?,?,?,?,0,0
2289,?,?,?,?,?,?,?,?,?,?,0,0
2290,?,?,?,?,?,?,?,?,?,?,0,1
2291,?,?,?,?,?,?,?,?,?,?,1,1
2292,?,?,?,?,?,?,?,?,?,?,1,0
2293,?,?,?,?,?,?,?,?,?,?,0,0
2294,?,?,?,?,?,?,?,?,?,?,0,1
2295,?,?,?,?,?,?,?,?,?,?,1,0
2296,?,?,?,?,?,?,?,?,?,?,0,1
2297,?,?,?,?,?,?,?,?,?,?,1,0
2298,?,?,?,?,?,?,?,?,?,?,0,1
2299,?,?,?,?,?,?,?,?,?,?,1,1
2300,?,?,?,?,?,?,?,?,?,?,1,0
2301,?,?,?,0,?,?,?,?,?,?,0,?
2302,?,?,0,0,?,?,?,?,?,?,?,?
2303,?,?,0,1,?,?,?,?,?,?,?,?
2304,?,?,1,1,?,?,?,?,?,?,?,?
2305,?,?,1,0,?,?,?,?,?,?,?,?
2306,?,?,0,1,?,?,?,?,?,?,?,?
2307,?,?,1,0,?,?,?,?,?,?,?,?
2308,?,?,0,1,?,?,?,?,?,?,?,?
2309,?,?,1,1,?,?,?,?,?,?,?,?
2310,?,?,1,0,?,?,?,?,?,?,?,?
2311,?,?,0,0,?,?,?,?,?,?,?,?
2312,?,?,0,1,?,?,?,?,?,?,?,?
2313,?,?,1,1,?,?,?,?,?,?,?,?
2314,?,?,1,1,?,?,?,?,?,?,?,?
2315,?,?,1,1,?,?,?,?,?,?,?,?
2316,?,?,1,1,?,?,?,?,?,?,?,?
2317,?,?,1,0,?,?,?,?,?,?,?,?
2318,?,?,0,1,?,?,?,?,?,?,?,?
2319,?,?,1,0,?,?,?,?,?,?,?,?
2320,?,?,0,?,?,?,?,?,?,?,?,0
2321,?,?,?,?,?,?,?,?,?,?,0,0
2322,?,?,?,?,?,?,?,?,?,?,0,0
2323,?,?,?,?,?,?,?,?,?,?,0,0
2324,?,?,?,?,?,?,?,?,?,?,0,0
2325,?,?,?,1,?,?,?,?,?,?,0,?
2326,?,?,1,0,?,?,?,?,?,?,?,?
2327,?,?,0,1,?,?,?,?,?,?,?,?
2328,?,?,1,1,?,?,?,?,?,?,?,?
2329,?,?,1,1,?,?,?,?,?,?,?,?
2330,?,?,1,0,?,?,?,?,?,?,?,?
2331,?,?,0,0,?,?,?,?,?,?,?,?
2332,?,?,0,1,?,?,?,?,?,?,?,?
2333,?,?,1,1,?,?,?,?,?,?,?,?
2334,?,?,1,0,?,?,?,?,?,?,?,?
2335,?,?,?,?,?,?,0,1,?,?,?,?
2336,?,?,?,?,?,?,1,0,?,?,?,?
2337,?,?,?,?,?,?,0,1,?,?,?,?
2338,?,?,?,?,?,?,1,1,?,?,?,?
2339,?,?,?,?,?,?,1,0,?,?,?,?
2340,?,?,?,?,?,?,0,1,?,?,?,?
2341,?,?,?,?,?,?,1,1,?,?,?,?
2342,?,?,?,?,?,?,1,1,?,?,?,?
2343,?,?,?,?,?,?,1,0,?,?,?,?
2344,?,?,?,?,?,?,0,?,?,?,?,0
2345,?,?,?,?,?,?,?,?,?,?,0,0
2346,?,?,?,?,?,?,?,?,?,?,0,1
2347,?,?,?,?,?,?,?,?,?,?,1,1
2348,?,?,?,?,?,?,?,?,?,?,1,0
2349,?,?,?,?,?,?,0,1,?,?,?,?
2350,?,?,?,?,?,?,1,1,?,?,?,?
2351,?,?,?,?,?,?,1,1,?,?,?,?
2352,?,?,?,?,?,?,1,1,?,?,?,?
2353,?,?,1,1,?,?,?,?,?,?,?,?
2354,?,?,1,1,?,?,?,?,?,?,?,?
2355,?,?,1,1,?,?,?,?,?,?,?,?
2356,?,?,1,1,?,?,?,?,?,?,?,?
2357,?,?,1,1,?,?,?,?,?,?,?,?
2358,?,?,1,0,?,?,?,?,?,?,?,?
2359,?,?,0,1,?,?,?,?,?,?,?,?
2360,?,?,1,0,?,?,?,?,?,?,?,?
2361,?,?,0,1,?,?,?,?,?,?,?,?
2362,?,?,1,?,?,?,?,1,?,?,?,?
2363,?,?,?,?,?,?,1,1,?,?,?,?
2364,?,?,?,?,?,?,1,1,?,?,?,?
2365,?,?,?,?,?,?,1,0,?,?,?,?
2366,?,?,?,?,?,?,0,1,?,?,?,?
2367,?,?,?,?,?,?,1,?,?,?,?,0
2368,?,?,?,?,?,?,?,?,?,?,0,0
2369,?,?,?,?,?,?,?,?,?,?,0,0
2370,?,?,?,?,?,?,?,?,?,?,0,1
2371,?,?,?,?,?,?,?,?,?,?,1,1
2372,?,?,?,?,?,?,?,0,?,?,1,?
2373,?,?,?,?,?,?,0,1,?,?,?,?
2374,?,?,?,?,?,?,1,1,?,?,?,?
2375,?,?,?,?,?,?,1,1,?,?,?,?
2376,?,?,?,?,?,?,1,0,?,?,?,?
2377,?,?,?,?,?,?,0,?,?,?,?,0
2378,?,?,?,?,?,?,?,?,?,?,0,1
2379,?,?,?,?,?,?,?,?,?,?,1,1
2380,?,?,?,?,?,?,?,?,?,?,1,1
2381,?,?,?,?,?,?,?,?,?,?,1,0
2382,?,?,?,?,?,?,?,?,?,?,1,0
2383,?,?,?,?,?,?,?,?,?,?,0,0
2384,?,?,?,?,?,?,?,?,?,?,0,0
2385,?,?,?,?,?,?,?,?,?,?,0,0
2386,?,?,?,?,?,?,?,?,?,?,0,0
2387,?,?,?,?,?,?,?,?,?,?,0,1
2388,?,?,?,?,?,?,?,?,?,?,1,0
2389,?,?,?,?,?,?,?,?,?,?,0,0
2390,?,?,?,?,?,?,?,?,?,?,0,1
2391,?,?,?,?,?,?,?,?,?,?,0,0
2392,?,?,?,?,?,?,?,?,?,?,0,0
2393,?,?,?,?,?,?,?,?,?,?,0,1
2394,?,?,?,?,?,?,?,?,?,?,1,0
2395,?,?,?,0,?,?,?,?,?,?,0,?
2396,?,?,0,1,?,?,?,?,?,?,?,?
2397,?,?,1,0,?,?,?,?,?,?,?,?
2398,?,?,0,1,?,?,?,?,?,?,?,?
2399,?,?,1,1,?,?,?,?,?,?,?,?
2400,?,?,1,1,?,?,?,?,?,?,?,?
2401,?,?,1,0,?,?,?,?,?,?,?,?
2402,?,?,0,1,?,?,?,?,?,?,?,?
2403,?,?,1,0,?,?,?,?,?,?,?,?
2404,?,?,0,0,?,?,?,?,?,?,?,?
2405,?,?,0,?,?,?,?,0,?,?,?,?
2406,?,?,?,?,?,?,0,0,?,?,?,?
2407,?,?,?,?,?,?,0,0,?,?,?,?
2408,?,?,?,?,?,?,0,1,?,?,?,?
2409,?,?,?,?,?,?,1,1,?,?,?,?
2410,?,?,?,1,?,?,1,?,?,?,?,?
2411,?,?,1,0,?,?,?,?,?,?,?,?
2412,?,?,0,1,?,?,?,?,?,?,?,?
2413,?,?,1,0,?,?,?,?,?,?,?,?
2414,?,?,0,1,?,?,?,?,?,?,?,?
2415,?,?,1,?,?,?,?,0,?,?,?,?
2416,?,?,?,?,?,?,0,0,?,?,?,?
2417,?,?,?,?,?,?,0,0,?,?,?,?
2418,?,?,?,?,?,?,0,0,?,?,?,?
2419,?,?,?,?,?,?,0,1,?,?,?,?
2420,?,?,?,?,?,?,1,1,?,?,?,?
2421,?,?,?,?,?,?,1,0,?,?,?,?
2422,?,?,?,?,?,?,0,1,?,?,?,?
2423,?,?,?,?,?,?,1,1,?,?,?,?
2424,?,?,?,?,?,?,1,?,?,?,?,1
2425,?,?,?,?,?,?,?,?,?,?,1,1
2426,?,?,?,?,?,?,?,?,?,?,1,1
2427,?,?,?,?,?,?,?,?,?,?,1,0
2428,?,?,?,?,?,?,?,?,?,?,0,0
2429,?,?,?,?,?,?,?,?,?,?,0,0
2430,?,?,?,?,?,?,?,?,?,?,0,1
2431,?,?,?,?,?,?,?,?,?,?,1,1
2432,?,?,?,?,?,?,?,?,?,?,1,1
2433,?,?,?,?,?,?,?,?,?,?,1,1
2434,?,?,0,1,?,?,?,?,?,?,?,?
2435,?,?,1,0,?,?,?,?,?,?,?,?
2436,?,?,0,0,?,?,?,?,?,?,?,?
2437,?,?,0,1,?,?,?,?,?,?,?,?
2438,?,?,1,?,?,?,?,?,?,?,?,0
2439,?,?,?,?,?,?,?,?,?,?,0,0
2440,?,?,?,?,?,?,?,?,?,?,0,1
2441,?,?,?,?,?,?,?,?,?,?,1,0
2442,?,?,?,?,?,?,?,?,?,?,0,0
2443,?,?,?,1,?,?,?,?,?,?,0,?
2444,?,?,1,1,?,?,?,?,?,?,?,?
2445,?,?,1,0,?,?,?,?,?,?,?,?
2446,?,?,0,1,?,?,?,?,?,?,?,?
2447,?,?,1,1,?,?,?,?,?,?,?,?
2448,?,?,1,?,?,?,?,1,?,?,?,?
2449,?,?,?,?,?,?,1,0,?,?,?,?
2450,?,?,?,?,?,?,0,0,?,?,?,?
2451,?,?,?,?,?,?,0,0,?,?,?,?
2452,?,?,?,?,?,?,0,0,?,?,?,?
2453,?,?,?,?,?,?,0,1,?,?,?,?
2454,?,?,?,?,?,?,1,1,?,?,?,?
2455,?,?,?,?,?,?,1,1,?,?,?,?
2456,?,?,?,?,?,?,1,0,?,?,?,?
2457,?,?,?,1,?,?,0,?,?,?,?,?
2458,?,?,1,1,?,?,?,?,?,?,?,?
2459,?,?,1,1,?,?,?,?,?,?,?,?
2460,?,?,1,1,?,?,?,?,?,?,?,?
2461,?,?,1,1,?,?,?,?,?,?,?,?
2462,?,?,1,1,?,?,?,?,?,?,?,?
2463,?,?,1,0,?,?,?,?,?,?,?,?
2464,?,?,0,1,?,?,?,?,?,?,?,?
2465,?,?,1,1,?,?,?,?,?,?,?,?
2466,?,?,1,?,?,?,?,?,?,?,?,1
2467,?,?,?,?,?,?,?,?,?,?,1,0
2468,?,?,?,?,?,?,?,?,?,?,0,0
2469,?,?,?,?,?,?,?,?,?,?,0,0
2470,?,?,?,?,?,?,?,?,?,?,0,0
2471,?,?,?,?,?,?,?,1,?,?,0,?
2472,?,?,?,?,?,?,1,1,?,?,?,?
2473,?,?,?,?,?,?,1,0,?,?,?,?
2474,?,?,?,?,?,?,0,0,?,?,?,?
2475,?,?,?,?,?,?,0,1,?,?,?,?
2476,?,?,?,1,?,?,1,?,?,?,?,?
2477,?,?,1,1,?,?,?,?,?,?,?,?
2478,?,?,1,1,?,?,?,?,?,?,?,?
2479,?,?,1,1,?,?,?,?,?,?,?,?
2480,?,?,1,0,?,?,?,?,?,?,?,?
2481,?,?,?,?,?,?,?,?,?,?,0,1
2482,?,?,?,?,?,?,?,?,?,?,1,1
2483,?,?,?,?,?,?,?,?,?,?,1,1
2484,?,?,?,?,?,?,?,?,?,?,1,0
2485,?,?,?,?,?,?,?,?,?,?,1,0
2486,?,?,?,?,?,?,?,?,?,?,0,0
2487,?,?,?,?,?,?,?,?,?,?,0,1
2488,?,?,?,?,?,?,?,?,?,?,1,0
2489,?,?,?,?,?,?,?,1,?,?,0,?
2490,?,?,?,?,?,?,1,1,?,?,?,?
2491,?,?,?,?,?,?,1,1,?,?,?,?
2492,?,?,?,?,?,?,1,1,?,?,?,?
2493,?,?,?,?,?,?,1,1,?,?,?,?
2494,?,?,?,?,?,?,1,?,?,?,?,0
2495,?,?,?,?,?,?,?,?,?,?,0,0
2496,?,?,?,?,?,?,?,?,?,?,0,0
2497,?,?,?,?,?,?,?,?,?,?,0,0
2498,?,?,?,?,?,?,?,?,?,?,0,0
2499,?,?,?,0,?,?,?,?,?,?,0,?
2500,?,?,0,0,?,?,?,?,?,?,?,?
2501,?,?,0,0,?,?,?,?,?,?,?,?
2502,?,?,0,0,?,?,?,?,?,?,?,?
2503,?,?,0,1,?,?,?,?,?,?,?,?
2504,?,?,1,?,?,?,?,?,?,?,?,1
2505,?,?,?,?,?,?,?,?,?,?,1,0
2506,?,?,?,?,?,?,?,?,?,?,0,1
2507,?,?,?,?,?,?,?,?,?,?,1,0
2508,?,?,?,?,?,?,?,?,?,?,0,1
2509,?,?,?,0,?,?,?,?,?,?,1,?
2510,?,?,0,0,?,?,?,?,?,?,?,?
2511,?,?,0,0,?,?,?,?,?,?,?,?
2512,?,?,0,0,?,?,?,?,?,?,?,?
2513,?,?,0,1,?,?,?,?,?,?,?,?
2514,?,?,1,1,?,?,?,?,?,?,?,?
2515,?,?,1,1,?,?,?,?,?,?,?,?
2516,?,?,1,1,?,?,?,?,?,?,?,?
2517,?,?,1,0,?,?,?,?,?,?,?,?
2518,?,?,0,?,?,?,?,0,?,?,?,?
2519,?,?,?,?,?,?,0,0,?,?,?,?
2520,?,?,?,?,?,?,0,1,?,?,?,?
2521,?,?,?,?,?,?,1,1,?,?,?,?
2522,?,?,?,?,?,?,1,1,?,?,?,?
2523,?,?,?,0,?,?,1,?,?,?,?,?
2524,?,?,0,0,?,?,?,?,?,?,?,?
2525,?,?,0,0,?,?,?,?,?,?,?,?
2526,?,?,0,0,?,?,?,?,?,?,?,?
2527,?,?,0,1,?,?,?,?,?,?,?,?
2528,?,?,?,?,?,?,0,0,?,?,?,?
2529,?,?,?,?,?,?,0,1,?,?,?,?
2530,?,?,?,?,?,?,1,0,?,?,?,?
2531,?,?,?,?,?,?,0,0,?,?,?,?
2532,?,?,?,?,?,?,0,0,?,?,?,?
2533,?,?,?,?,?,?,0,1,?,?,?,?
2534,?,?,?,?,?,?,1,1,?,?,?,?
2535,?,?,?,?,?,?,1,0,?,?,?,?
2536,?,?,?,?,?,?,0,0,?,?,?,?
2537,?,?,?,?,?,?,0,1,?,?,?,?
2538,?,?,?,?,?,?,1,0,?,?,?,?
2539,?,?,?,?,?,?,0,1,?,?,?,?
2540,?,?,?,?,?,?,1,0,?,?,?,?
2541,?,?,?,?,?,?,0,1,?,?,?,?
2542,?,?,?,?,?,?,1,1,?,?,?,?
2543,?,?,?,?,?,?,1,0,?,?,?,?
2544,?,?,?,?,?,?,0,1,?,?,?,?
2545,?,?,?,?,?,?,1,1,?,?,?,?
2546,?,?,?,?,?,?,1,1,?,?,?,?
2547,?,?,?,?,?,?,0,0,?,?,?,?
2548,?,?,?,?,?,?,0,0,?,?,?,?
2549,?,?,?,?,?,?,0,0,?,?,?,?
2550,?,?,?,?,?,?,0,0,?,?,?,?
2551,?,?,?,?,?,?,0,?,?,?,?,1
2552,?,?,?,?,?,?,?,?,?,?,1,0
2553,?,?,?,?,?,?,?,?,?,?,0,0
2554,?,?,?,?,?,?,?,?,?,?,0,0
2555,?,?,?,?,?,?,?,?,?,?,0,0
2556,?,?,?,?,?,?,1,1,?,?,?,?
2557,?,?,?,?,?,?,1,1,?,?,?,?
2558,?,?,?,?,?,?,1,0,?,?,?,?
2559,?,?,?,?,?,?,0,0,?,?,?,?
2560,?,?,?,?,?,?,0,?,?,?,?,1
2561,?,?,?,?,?,?,?,?,?,?,1,1
2562,?,?,?,?,?,?,?,?,?,?,1,0
2563,?,?,?,?,?,?,?,?,?,?,0,1
2564,?,?,?,?,?,?,?,?,?,?,1,0
2565,?,?,?,0,?,?,?,?,?,?,0,?
2566,?,?,0,1,?,?,?,?,?,?,?,?
2567,?,?,1,1,?,?,?,?,?,?,?,?
2568,?,?,1,1,?,?,?,?,?,?,?,?
2569,?,?,1,1,?,?,?,?,?,?,?,?
2570,?,?,1,1,?,?,?,?,?,?,?,?
2571,?,?,1,1,?,?,?,?,?,?,?,?
2572,?,?,1,0,?,?,?,?,?,?,?,?
2573,?,?,0,1,?,?,?,?,?,?,?,?
2574,?,?,1,1,?,?,?,?,?,?,?,?
2575,?,?,1,1,?,?,?,?,?,?,?,?
2576,?,?,1,1,?,?,?,?,?,?,?,?
2577,?,?,1,1,?,?,?,?,?,?,?,?
2578,?,?,1,0,?,?,?,?,?,?,?,?
2579,?,?,?,?,?,?,0,0,?,?,?,?
2580,?,?,?,?,?,?,0,1,?,?,?,?
2581,?,?,?,?,?,?,1,1,?,?,?,?
2582,?,?,?,?,?,?,1,1,?,?,?,?
2583,?,?,1,1,?,?,?,?,?,?,?,?
2584,?,?,1,1,?,?,?,?,?,?,?,?
2585,?,?,1,1,?,?,?,?,?,?,?,?
2586,?,?,1,1,?,?,?,?,?,?,?,?
2587,?,?,1,0,?,?,?,?,?,?,?,?
2588,?,?,0,1,?,?,?,?,?,?,?,?
2589,?,?,1,1,?,?,?,?,?,?,?,?
2590,?,?,1,0,?,?,?,?,?,?,?,?
2591,?,?,0,1,?,?,?,?,?,?,?,?
2592,?,?,1,?,?,?,?,0,?,?,?,?
2593,?,?,?,?,?,?,0,0,?,?,?,?
2594,?,?,?,?,?,?,0,1,?,?,?,?
2595,?,?,?,?,?,?,1,0,?,?,?,?
2596,?,?,?,?,?,?,0,1,?,?,?,?
2597,?,?,1,1,?,?,?,?,?,?,?,?
2598,?,?,1,1,?,?,?,?,?,?,?,?
2599,?,?,1,1,?,?,?,?,?,?,?,?
2600,?,?,1,1,?,?,?,?,?,?,?,?
2601,?,?,1,?,?,?,?,0,?,?,?,?
2602,?,?,?,?,?,?,0,0,?,?,?,?
2603,?,?,?,?,?,?,0,1,?,?,?,?
2604,?,?,?,?,?,?,1,1,?,?,?,?
2605,?,?,?,?,?,?,1,1,?,?,?,?
2606,?,?,?,1,?,?,1,?,?,?,?,?
2607,?,?,1,1,?,?,?,?,?,?,?,?
2608,?,?,1,1,?,?,?,?,?,?,?,?
2609,?,?,1,1,?,?,?,?,?,?,?,?
2610,?,?,1,1,?,?,?,?,?,?,?,?
2611,?,?,1,?,?,?,?,1,?,?,?,?
2612,?,?,?,?,?,?,1,0,?,?,?,?
2613,?,?,?,?,?,?,0,0,?,?,?,?
2614,?,?,?,?,?,?,0,1,?,?,?,?
2615,?,?,?,?,?,?,1,0,?,?,?,?
2616,?,?,?,?,?,?,0,?,?,?,?,1
2617,?,?,?,?,?,?,?,?,?,?,1,0
2618,?,?,?,?,?,?,?,?,?,?,0,0
2619,?,?,?,?,?,?,?,?,?,?,0,1
2620,?,?,?,?,?,?,?,?,?,?,1,0
2621,?,?,1,1,?,?,?,?,?,?,?,?
2622,?,?,1,1,?,?,?,?,?,?,?,?
2623,?,?,1,1,?,?,?,?,?,?,?,?
2624,?,?,1,1,?,?,?,?,?,?,?,?
2625,?,?,1,1,?,?,?,?,?,?,?,?
2626,?,?,1,1,?,?,?,?,?,?,?,?
2627,?,?,1,1,?,?,?,?,?,?,?,?
2628,?,?,1,1,?,?,?,?,?,?,?,?
2629,?,?,1,0,?,?,?,?,?,?,?,?
2630,?,?,0,?,?,?,?,1,?,?,?,?
2631,?,?,?,?,?,?,1,1,?,?,?,?
2632,?,?,?,?,?,?,1,1,?,?,?,?
2633,?,?,?,?,?,?,1,1,?,?,?,?
2634,?,?,?,?,?,?,1,1,?,?,?,?
2635,?,?,?,0,?,?,1,?,?,?,?,?
2636,?,?,0,1,?,?,?,?,?,?,?,?
2637,?,?,1,0,?,?,?,?,?,?,?,?
2638,?,?,0,1,?,?,?,?,?,?,?,?
2639,?,?,1,0,?,?,?,?,?,?,?,?
2640,?,?,?,?,?,?,0,0,?,?,?,?
2641,?,?,?,?,?,?,0,0,?,?,?,?
2642,?,?,?,?,?,?,0,0,?,?,?,?
2643,?,?,?,?,?,?,0,0,?,?,?,?
2644,?,?,?,1,?,?,0,?,?,?,?,?
2645,?,?,1,0,?,?,?,?,?,?,?,?
2646,?,?,0,1,?,?,?,?,?,?,?,?
2647,?,?,1,0,?,?,?,?,?,?,?,?
2648,?,?,0,0,?,?,?,?,?,?,?,?
2649,?,?,0,?,?,?,?,?,?,?,?,1
2650,?,?,?,?,?,?,?,?,?,?,1,0
2651,?,?,?,?,?,?,?,?,?,?,0,0
2652,?,?,?,?,?,?,?,?,?,?,0,1
2653,?,?,?,?,?,?,?,?,?,?,1,0
2654,?,?,?,1,?,?,?,?,?,?,0,?
2655,?,?,1,1,?,?,?,?,?,?,?,?
2656,?,?,1,1,?,?,?,?,?,?,?,?
2657,?,?,1,1,?,?,?,?,?,?,?,?
2658,?,?,1,0,?,?,?,?,?,?,?,?
2659,?,?,?,?,?,?,?,?,?,?,1,1
2660,?,?,?,?,?,?,?,?,?,?,1,0
2661,?,?,?,?,?,?,?,?,?,?,0,1
2662,?,?,?,?,?,?,?,?,?,?,1,1
2663,?,?,?,0,?,?,?,?,?,?,1,?
2664,?,?,0,0,?,?,?,?,?,?,?,?
2665,?,?,0,1,?,?,?,?,?,?,?,?
2666,?,?,1,1,?,?,?,?,?,?,?,?
2667,?,?,1,1,?,?,?,?,?,?,?,?
2668,?,?,1,1,?,?,?,?,?,?,?,?
2669,?,?,1,1,?,?,?,?,?,?,?,?
2670,?,?,1,1,?,?,?,?,?,?,?,?
2671,?,?,1,1,?,?,?,?,?,?,?,?
2672,?,?,1,?,?,?,?,?,?,?,?,0
2673,?,?,?,?,?,?,?,?,?,?,0,0
2674,?,?,?,?,?,?,?,?,?,?,0,1
2675,?,?,?,?,?,?,?,?,?,?,1,0
2676,?,?,?,?,?,?,?,?,?,?,0,0
2677,?,?,1,1,?,?,?,?,?,?,?,?
2678,?,?,1,1,?,?,?,?,?,?,?,?
2679,?,?,1,1,?,?,?,?,?,?,?,?
2680,?,?,1,0,?,?,?,?,?,?,?,?
2681,?,?,0,?,?,?,?,0,?,?,?,?
2682,?,?,?,?,?,?,0,1,?,?,?,?
2683,?,?,?,?,?,?,1,0,?,?,?,?
2684,?,?,?,?,?,?,0,0,?,?,?,?
2685,?,?,?,?,?,?,0,1,?,?,?,?
2686,?,?,?,?,?,?,1,0,?,?,?,?
2687,?,?,?,?,?,?,0,0,?,?,?,?
2688,?,?,?,?,?,?,0,1,?,?,?,?
2689,?,?,?,?,?,?,1,0,?,?,?,?
2690,?,?,?,?,?,?,0,1,?,?,?,?
2691,?,?,?,?,?,?,1,1,?,?,?,?
2692,?,?,?,?,?,?,1,0,?,?,?,?
2693,?,?,?,?,?,?,0,1,?,?,?,?
2694,?,?,?,?,?,?,1,0,?,?,?,?
2695,?,?,1,1,?,?,?,?,?,?,?,?
2696,?,?,1,1,?,?,?,?,?,?,?,?
2697,?,?,1,1,?,?,?,?,?,?,?,?
2698,?,?,1,0,?,?,?,?,?,?,?,?
2699,?,?,0,?,?,?,?,?,?,?,?,0
2700,?,?,?,?,?,?,?,?,?,?,0,0
2701,?,?,?,?,?,?,?,?,?,?,0,1
2702,?,?,?,?,?,?,?,?,?,?,1,0
2703,?,?,?,?,?,?,?,?,?,?,0,1
2704,?,?,?,?,?,?,0,0,?,?,?,?
2705,?,?,?,?,?,?,0,1,?,?,?,?
2706,?,?,?,?,?,?,1,0,?,?,?,?
2707,?,?,?,?,?,?,0,0,?,?,?,?
2708,?,?,?,?,?,?,0,?,?,?,?,0
2709,?,?,?,?,?,?,?,?,?,?,0,1
2710,?,?,?,?,?,?,?,?,?,?,1,0
2711,?,?,?,?,?,?,?,?,?,?,0,0
2712,?,?,?,?,?,?,?,?,?,?,0,0
2713,?,?,?,?,?,?,?,0,?,?,0,?
2714,?,?,?,?,?,?,0,1,?,?,?,?
2715,?,?,?,?,?,?,1,0,?,?,?,?
2716,?,?,?,?,?,?,0,1,?,?,?,?
2717,?,?,?,?,?,?,1,1,?,?,?,?
2718,?,?,?,0,?,?,1,?,?,?,?,?
2719,?,?,0,1,?,?,?,?,?,?,?,?
2720,?,?,1,1,?,?,?,?,?,?,?,?
2721,?,?,1,1,?,?,?,?,?,?,?,?
2722,?,?,1,1,?,?,?,?,?,?,?,?
2723,?,?,?,?,?,?,?,?,?,?,0,0
2724,?,?,?,?,?,?,?,?,?,?,0,1
2725,?,?,?,?,?,?,?,?,?,?,1,0
2726,?,?,?,?,?,?,?,?,?,?,0,1
2727,?,?,?,?,?,?,?,?,?,?,1,0
2728,?,?,?,?,?,?,?,?,?,?,0,1
2729,?,?,?,?,?,?,?,?,?,?,1,1
2730,?,?,?,?,?,?,?,?,?,?,1,1
2731,?,?,?,?,?,?,?,?,?,?,1,1
2732,?,?,?,1,?,?,?,?,?,?,1,?
2733,?,?,1,1,?,?,?,?,?,?,?,?
2734,?,?,1,1,?,?,?,?,?,?,?,?
2735,?,?,1,1,?,?,?,?,?,?,?,?
2736,?,?,1,1,?,?,?,?,?,?,?,?
2737,?,?,1,?,?,?,?,?,?,?,?,1
2738,?,?,?,?,?,?,?,?,?,?,1,0
2739,?,?,?,?,?,?,?,?,?,?,0,1
2740,?,?,?,?,?,?,?,?,?,?,1,1
2741,?,?,?,?,?,?,?,?,?,?,1,1
2742,?,?,?,?,?,?,?,?,?,?,1,0
2743,?,?,?,?,?,?,?,?,?,?,0,0
2744,?,?,?,?,?,?,?,?,?,?,0,0
2745,?,?,?,?,?,?,?,?,?,?,0,0
2746,?,?,?,?,?,?,?,?,?,?,0,0
2747,?,?,?,?,?,?,?,?,?,?,0,1
2748,?,?,?,?,?,?,?,?,?,?,1,1
2749,?,?,?,?,?,?,?,?,?,?,1,0
2750,?,?,?,?,?,?,?,?,?,?,0,0
2751,?,?,?,?,?,?,?,1,?,?,0,?
2752,?,?,?,?,?,?,1,1,?,?,?,?
2753,?,?,?,?,?,?,1,0,?,?,?,?
2754,?,?,?,?,?,?,0,0,?,?,?,?
2755,?,?,?,?,?,?,0,1,?,?,?,?
2756,?,?,?,1,?,?,1,?,?,?,?,?
2757,?,?,1,1,?,?,?,?,?,?,?,?
2758,?,?,1,1,?,?,?,?,?,?,?,?
2759,?,?,1,0,?,?,?,?,?,?,?,?
2760,?,?,0,1,?,?,?,?,?,?,?,?
2761,?,?,?,?,?,?,?,?,?,?,0,0
2762,?,?,?,?,?,?,?,?,?,?,0,0
2763,?,?,?,?,?,?,?,?,?,?,0,0
2764,?,?,?,?,?,?,?,?,?,?,0,0
2765,?,?,?,?,?,?,?,?,?,?,0,0
2766,?,?,?,?,?,?,?,?,?,?,0,0
2767,?,?,?,?,?,?,?,?,?,?,0,1
2768,?,?,?,?,?,?,?,?,?,?,1,0
2769,?,?,?,?,?,?,?,?,?,?,0,1
2770,?,?,?,?,?,?,?,0,?,?,1,?
2771,?,?,?,?,?,?,0,0,?,?,?,?
2772,?,?,?,?,?,?,0,1,?,?,?,?
2773,?,?,?,?,?,?,1,1,?,?,?,?
2774,?,?,?,?,?,?,1,1,?,?,?,?
2775,?,?,?,?,?,?,1,1,?,?,?,?
2776,?,?,?,?,?,?,1,1,?,?,?,?
2777,?,?,?,?,?,?,1,1,?,?,?,?
2778,?,?,?,?,?,?,1,0,?,?,?,?
2779,?,?,0,1,?,?,?,?,?,?,?,?
2780,?,?,1,1,?,?,?,?,?,?,?,?
2781,?,?,1,0,?,?,?,?,?,?,?,?
2782,?,?,0,1,?,?,?,?,?,?,?,?
2783,?,?,1,1,?,?,?,?,?,?,?,?
2784,?,?,1,1,?,?,?,?,?,?,?,?
2785,?,?,1,1,?,?,?,?,?,?,?,?
2786,?,?,1,0,?,?,?,?,?,?,?,?
2787,?,?,0,1,?,?,?,?,?,?,?,?
2788,?,?,1,?,?,?,?,1,?,?,?,?
2789,?,?,?,?,?,?,1,1,?,?,?,?
2790,?,?,?,?,?,?,1,0,?,?,?,?
2791,?,?,?,?,?,?,0,1,?,?,?,?
2792,?,?,?,?,?,?,1,1,?,?,?,?
2793,?,?,?,?,?,?,0,0,?,?,?,?
2794,?,?,?,?,?,?,0,1,?,?,?,?
2795,?,?,?,?,?,?,1,1,?,?,?,?
2796,?,?,?,?,?,?,1,1,?,?,?,?
2797,?,?,1,1,?,?,?,?,?,?,?,?
2798,?,?,1,1,?,?,?,?,?,?,?,?
2799,?,?,1,1,?,?,?,?,?,?,?,?
2800,?,?,1,0,?,?,?,?,?,?,?,?
2801,?,?,0,?,?,?,?,1,?,?,?,?
2802,?,?,?,?,?,?,1,1,?,?,?,?
